,0,1,2,3
1409,1392916294626906113,2021-05-13 18:54:58,"Nairobi, Kenya",@BravinYuri Jayden atakasirika aweke another LOCKDOWN 😂😂😂😂
1410,1392916292802392073,2021-05-13 18:54:57,Scotland,Finally! Post-lockdown haircut 🥳 https://t.co/yiDTiY94k1
1411,1392916290726203393,2021-05-13 18:54:57,,@Kateandtheboys @wakethesheepnow The next lockdown will be key into how this shit show plays out!! we all know ther… https://t.co/Zv7QbnZpnM
1412,1392916267359670272,2021-05-13 18:54:51,Oxford,@True_Catarian @BorisJohnson Government advisers/politicians who broke social distancing/lockdown rules: Dominic Cu… https://t.co/h5w3V5wnV4
1413,1392916233490739206,2021-05-13 18:54:43,"Scotland, United Kingdom","@LeoKearse Our country is SO not in need of racism reeducation, that this happens when people literally don't even… https://t.co/JL7Nfk5orj"
1414,1392916226318471170,2021-05-13 18:54:42,website:,I wonder if Vegas has a betting line on whether I'll get my second dose of AZ from the Ontario government before or… https://t.co/02LWcRtcD3
1415,1392916220605775877,2021-05-13 18:54:40,,"@GoTurkiye that’s great we will be there this summer
i hope there will be a lockdown for turkish people &lt;/3 sorry guys u’re a bit nasty"
1416,1392916214251462658,2021-05-13 18:54:39,Mzania,@GreatMaestrojoy @Mtimande_01 @KaraboRithuri_ Haie ntwanaka this is a repeat of pre lockdown footy twitter
1417,1392916197805539340,2021-05-13 18:54:35,Geneva,"@BogochIsaac What gives you the confidence to say ""this the last lockdown""?"
1418,1392916184773791745,2021-05-13 18:54:32,New York City /Jersey Shore,"Gwyneth Paltrow trolled for saying eating bread, drinking alcohol was lockdown's low point: 'Was it sourdough?'… https://t.co/qth8G5nN91"
1419,1392916184404725764,2021-05-13 18:54:32,"Cleveland, TN",@doge_southern @wendishen99 @FedEx That’s crazy! I thought it was bad when I ordered a shirt from a local business… https://t.co/hyvxBUd8mk
1420,1392916182211121152,2021-05-13 18:54:31,Gla,@NicolaSturgeon Unbelievable. Protesters win again even tho lockdown rules are breached. Again police Scotland stan… https://t.co/mDGhuoppmY
